2012-11-13 18:50:00,И снова здрасьте,"Не так давно я <a href=""http://mudasobwa.livejournal.com/323249.html"">написал</a> чуть менее сотни эпиграмм на журналы. Я был максимально толерантен.

Готов повторить, но теперь это будут пасквили. Если готовы — добро пожаловать в комментарии с запросами. Писать буду хлестко и преимущественно обсценно. На всякий случай сообщаю еще раз: пасквили я буду писать на журналы, а не на людей.

Любой комментарий серии «Лёха, привет, с возвращением!» — расценивается как заявка."
2012-11-13 21:12:00,"Гастрит, переходящий в Язву","Деревья тогда были высокими, но приземистыми. Отец часто рассказывал мне про <i>их</i> развлечения; фраза «сто-на-сто-лимончик-и-шоколадка» навсегда вошла в мой лексикон, наравне со «Средним залом филармонии». Для молодящихся поясню. Большой зал (как и Малый) были предназначены для музыки. А ресторан на крыше «Европейской», куда люди приходили от той самой музыки отдохнуть, назывался в узких кругах — средним залом.

В общем, когда к нам в гости приехал неопознанный москвич, никто не удивился. Хотя просили встретить с поезда «кого-то из ебеней».

Я первым подал руку робкому гостю, который запомнился мне потом безудержными запилами на ритм-гитаре и общей несуразностью облика. «Лёха», — сказал я. Погонял у меня никогда не было. Имя располагает. «Ихтиандр», — отреагировал гость. Наступила тягостная пауза. Я пригласил Ихтиандра пройти, мы вжарили принесенное. Утро переставало быть томным. Скоро должен быть открыться «Гастрит». 

Мы привели гостя пожрать. Если в Сайгоне за две сосиски, два портвейна и два хлеба просили 98 копеек, тут было демократичнее. Кажется, можно было взять сосиски без портвейна (хотя, вероятно, такая опция была и в Сайгоне, просто я никогда не пробовал пользоваться). «Вот, Ихтиандр», — наевшись и допив литр, сказали мы. — «Гастрит». После этого москвич нас всех порадовал настолько, что мы еще скидывались ему на билет. Он утер рот рукой, элиминируя остатки горчицы, и произнес внятно, и веско:

<i>— Гастрит — хуйня. У нас ваще река — Язва.</i>"
